,_version_,content,content_raw,id,like,name,profile_image,retweet_count,time,tweet_image,category
182,1.56065E+18,@pensionbee may we have permission to feature your photo? Verify here: https://t.co/XgdBvh2bWV,@pensionbee may we have permission to feature your photo? Verify here: https://t.co/XgdBvh2bWV,8.3657E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[2],2017-02-28T13:32:30Z,no image,
368,1.56065E+18,Indian tech workers in U.S. fear Trump H-1B visa crackdown  https://t.co/gJiqWf3o7a https://t.co/xqFlyiLSGx,Indian tech workers in U.S. fear Trump H-1B visa crackdown  https://t.co/gJiqWf3o7a https://t.co/xqFlyiLSGx,8.36441E+17,110,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[104],2017-02-28T05:00:16Z,no image,
881,1.56065E+18,Betsy DeVos called historically black colleges and universities ?€?real pioneers when it comes to school choice?€? https://t.co/Mx725hxGEV,Betsy DeVos called historically black colleges and universities ?€?real pioneers when it comes to school choice?€? https://t.co/Mx725hxGEV,8.36641E+17,613,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[431],2017-02-28T18:15:27Z,no image,
615,1.56065E+18,"Trump: ""My job is not to represent the world. My job is to represent the United States of America."" 

#JointAddress?€? https://t.co/PqdH9yJB1x","Trump: ""My job is not to represent the world. My job is to represent the United States of America."" 

#JointAddress?€? https://t.co/PqdH9yJB1x",8.36774E+17,682,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[311],2017-03-01T03:05:08Z,no image,
223,1.56065E+18,"On immigration, Trump held out the idea of a bipartisan compromise https://t.co/gStUwWSDzr","On immigration, Trump held out the idea of a bipartisan compromise https://t.co/gStUwWSDzr",8.36784E+17,89,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[62],2017-03-01T03:43:24Z,no image,
572,1.56065E+18,RT @singapolitics: Yee Chia Hsing suggests that Early Childhood Development works with MOE to co-locate primary schools and childcare centr?€?,RT @singapolitics: Yee Chia Hsing suggests that Early Childhood Development works with MOE to co-locate primary schools and childcare centr?€?,8.3646E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-02-28T06:17:07Z,no image,
970,1.56065E+18,Meryl Streep issued a scathing statement accusing Karl Lagerfeld of defaming her https://t.co/Lx88HstVxD,Meryl Streep issued a scathing statement accusing Karl Lagerfeld of defaming her https://t.co/Lx88HstVxD,8.36377E+17,320,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[92],2017-02-28T00:46:04Z,no image,
653,1.56065E+18,Israeli army sets sights on recruits with autism https://t.co/MRf5PoazhB,Israeli army sets sights on recruits with autism https://t.co/MRf5PoazhB,8.36735E+17,137,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[85],2017-03-01T00:29:35Z,no image,
545,1.56065E+18,RT @STsportsdesk: Accompanying former @ManUtd players Fortune and Johnsen at Plaza Singapura is the @EmiratesFACup! https://t.co/Xm8QPmOj6N,RT @STsportsdesk: Accompanying former @ManUtd players Fortune and Johnsen at Plaza Singapura is the @EmiratesFACup! https://t.co/Xm8QPmOj6N,8.36489E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T08:12:02Z,https://pbs.twimg.com/media/C5vJor8VAAAnFt5.jpg,
582,1.56065E+18,RT @singapolitics: Lawrence Wong: A person will not be allowed to use the word ?€?architect?€? if the person is not authorised to supply archit?€?,RT @singapolitics: Lawrence Wong: A person will not be allowed to use the word ?€?architect?€? if the person is not authorised to supply archit?€?,8.36443E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-02-28T05:06:55Z,no image,
633,1.56065E+18,Doing aid differently https://t.co/GpY7TVzmg4,Doing aid differently https://t.co/GpY7TVzmg4,8.36765E+17,48,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[30],2017-03-01T02:27:57Z,no image,
176,1.56065E+18,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/WLUqeY1hdV https://t.co/RmSMibFacE,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/WLUqeY1hdV https://t.co/RmSMibFacE,8.36582E+17,337,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[155],2017-02-28T14:21:01Z,no image,
665,1.56065E+18,Israel's Netanyahu criticised over 2014 Gaza war preparations https://t.co/9jhervKIIz,Israel's Netanyahu criticised over 2014 Gaza war preparations https://t.co/9jhervKIIz,8.36653E+17,110,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[68],2017-02-28T19:02:21Z,no image,
673,1.56065E+18,Russia and China veto Syria sanctions https://t.co/mQgMTJ4XwP,Russia and China veto Syria sanctions https://t.co/mQgMTJ4XwP,8.36625E+17,115,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[230],2017-02-28T17:12:25Z,no image,
585,1.56065E+18,RT @singapolitics: Patents (Amendment) Bill pass by Parliament. 2nd reading of Architects (Amendment) Bill now,RT @singapolitics: Patents (Amendment) Bill pass by Parliament. 2nd reading of Architects (Amendment) Bill now,8.36442E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T05:03:46Z,no image,
873,1.56065E+18,"President Trump said that he would only give himself a ""C"" for communicating how great he's been https://t.co/U2bg3QW2aI","President Trump said that he would only give himself a ""C"" for communicating how great he's been https://t.co/U2bg3QW2aI",8.36667E+17,382,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[193],2017-02-28T19:59:07Z,no image,
393,1.56065E+18,"The 40-yard dash doesn?€?t matter much, and other secrets of the NFL combine https://t.co/rf7xEOXs1Y","The 40-yard dash doesn?€?t matter much, and other secrets of the NFL combine https://t.co/rf7xEOXs1Y",8.36377E+17,33,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[23],2017-02-28T00:45:07Z,no image,
163,1.56065E+18,Some Democrats are planning to bring immigrants as guests to President Trump's speech tonight?€? https://t.co/KSkF21FE6K,Some Democrats are planning to bring immigrants as guests to President Trump's speech tonight?€? https://t.co/KSkF21FE6K,8.36616E+17,1151,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[325],2017-02-28T16:35:01Z,no image,
248,1.56065E+18,"Breaking: The White House is developing a trade policy that would champion U.S. sovereignty, diminish WTO influence https://t.co/b5gDLrRQNs","Breaking: The White House is developing a trade policy that would champion U.S. sovereignty, diminish WTO influence https://t.co/b5gDLrRQNs",8.36746E+17,103,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[98],2017-03-01T01:10:48Z,no image,
634,1.56065E+18,RT @BBCJonSopel: measures to protect against radical Islamic terrorism says @POTUS - tho new Nat'l Security Advisor finds it unhelpful phra?€?,RT @BBCJonSopel: measures to protect against radical Islamic terrorism says @POTUS - tho new Nat'l Security Advisor finds it unhelpful phra?€?,8.36765E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[25],2017-03-01T02:27:10Z,no image,
885,1.56065E+18,Question: Can President Trump win his spending increases for the Pentagon? https://t.co/3stUp98DN6 https://t.co/h5IUylNbXc,Question: Can President Trump win his spending increases for the Pentagon? https://t.co/3stUp98DN6 https://t.co/h5IUylNbXc,8.36627E+17,106,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[59],2017-02-28T17:19:43Z,no image,
669,1.56065E+18,French police sniper shoots two in error https://t.co/y8z2wdofQI,French police sniper shoots two in error https://t.co/y8z2wdofQI,8.36636E+17,137,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[202],2017-02-28T17:57:24Z,no image,
375,1.56065E+18,Many Salvadorans who settled in Long Island?€?s Brentwood are afraid of being deported  https://t.co/sW0Fn7mI8y,Many Salvadorans who settled in Long Island?€?s Brentwood are afraid of being deported  https://t.co/sW0Fn7mI8y,8.36418E+17,83,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[84],2017-02-28T03:30:09Z,no image,
412,1.56065E+18,"RT @stbusinessdesk: China plans to cut 500,000 jobs this year in smokestack sectors https://t.co/myQjtXrG9W https://t.co/KjujYlh2Ta","RT @stbusinessdesk: China plans to cut 500,000 jobs this year in smokestack sectors https://t.co/myQjtXrG9W https://t.co/KjujYlh2Ta",8.36826E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-03-01T06:29:43Z,https://pbs.twimg.com/media/C50AV3mWcAEU2oj.jpg,
74,1.56065E+18,RT @AC360: President Trump is about to give his first address to Congress. Watch on CNN and https://t.co/cxcUqatX98 #TrumpAddress https://t?€?,RT @AC360: President Trump is about to give his first address to Congress. Watch on CNN and https://t.co/cxcUqatX98 #TrumpAddress https://t?€?,8.36758E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[31],2017-03-01T02:01:26Z,no image,
113,1.56065E+18,Alarm bells ring for charities as Trump pledges to ax foreign aid budget https://t.co/qgK828FipS https://t.co/mUPi0qE5mf,Alarm bells ring for charities as Trump pledges to ax foreign aid budget https://t.co/qgK828FipS https://t.co/mUPi0qE5mf,8.3672E+17,318,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[356],2017-02-28T23:29:26Z,no image,
598,1.56065E+18,RT @STopinion: Why Trump presidency remains a risk for global order https://t.co/U3UshJ4uJc https://t.co/bZ6K1n6sA2,RT @STopinion: Why Trump presidency remains a risk for global order https://t.co/U3UshJ4uJc https://t.co/bZ6K1n6sA2,8.364E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[9],2017-02-28T02:17:09Z,https://pbs.twimg.com/media/C5t9HwpUwAUKDow.jpg,
961,1.56065E+18,"President  Trump?€?s budget blueprint sets up a striking clash with the House speaker, Paul Ryan https://t.co/OLwImcmaNL","President  Trump?€?s budget blueprint sets up a striking clash with the House speaker, Paul Ryan https://t.co/OLwImcmaNL",8.36411E+17,495,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[305],2017-02-28T03:01:05Z,no image,
390,1.56065E+18,"Breaking: Senate confirms Wilbur Ross as Commerce secretary,  an appointment key to Trump's trade policy overhaul https://t.co/x7NxWucYoT","Breaking: Senate confirms Wilbur Ross as Commerce secretary,  an appointment key to Trump's trade policy overhaul https://t.co/x7NxWucYoT",8.3638E+17,93,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[62],2017-02-28T00:57:21Z,no image,
104,1.56065E+18,"Pres. Trump believes N. Korea is the ""greatest immediate threat"" to America, a senior administration official said?€? https://t.co/jtG0YeFE9g","Pres. Trump believes N. Korea is the ""greatest immediate threat"" to America, a senior administration official said?€? https://t.co/jtG0YeFE9g",8.3673E+17,147,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[88],2017-03-01T00:08:02Z,no image,
114,1.56065E+18,@TomPurdyWI may we have permission to feature your photo? Verify here: https://t.co/DMPhmAMvdS,@TomPurdyWI may we have permission to feature your photo? Verify here: https://t.co/DMPhmAMvdS,8.36719E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[1],2017-02-28T23:26:20Z,no image,
417,1.56065E+18,Water rationing exercise kicks off in schools to cultivate awareness about conservation https://t.co/eMG3pZGMfU https://t.co/O6mt6GHKeb,Water rationing exercise kicks off in schools to cultivate awareness about conservation https://t.co/eMG3pZGMfU https://t.co/O6mt6GHKeb,8.36807E+17,3,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[7],2017-03-01T05:13:22Z,no image,
525,1.56065E+18,"#SaudiAramco buys $9.8 billion stake in #Petronas' Rapid refinery project in Johor

https://t.co/2BuKsqlwUQ https://t.co/e9sCyjUDP3","#SaudiAramco buys $9.8 billion stake in #Petronas' Rapid refinery project in Johor

https://t.co/2BuKsqlwUQ https://t.co/e9sCyjUDP3",8.36518E+17,8,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[8],2017-02-28T10:06:01Z,no image,
457,1.56065E+18,"Flu medication does not harm unborn babies: Study 
https://t.co/vwVMgDGvwJ","Flu medication does not harm unborn babies: Study 
https://t.co/vwVMgDGvwJ",8.36733E+17,4,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-03-01T00:21:50Z,no image,
409,1.56065E+18,"RT @singapolitics: Masagos: We subsidise housing, healthcare, education, but not water consumption.Water is a strategic issue. It is a nati?€?","RT @singapolitics: Masagos: We subsidise housing, healthcare, education, but not water consumption.Water is a strategic issue. It is a nati?€?",8.36828E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-03-01T06:36:59Z,no image,
92,1.56065E+18,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/jmYY5P5cG0 https://t.co/P36Hi2XcvY,Two tourists are paying SpaceX to fly them around the moon in 2018 https://t.co/jmYY5P5cG0 https://t.co/P36Hi2XcvY,8.36744E+17,214,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[98],2017-03-01T01:05:01Z,no image,
930,1.56065E+18,President Trump is expected to sign an executive order aimed at rolling back a clean water rule?€? https://t.co/IRulOTqoze,President Trump is expected to sign an executive order aimed at rolling back a clean water rule?€? https://t.co/IRulOTqoze,8.36505E+17,222,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[360],2017-02-28T09:15:06Z,no image,
89,1.56065E+18,"""The time for trivial fights is behind us"": @Acosta reads an excerpt of tonight's #TrumpAddress https://t.co/LTmYEjzjAW","""The time for trivial fights is behind us"": @Acosta reads an excerpt of tonight's #TrumpAddress https://t.co/LTmYEjzjAW",8.36748E+17,146,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[76],2017-03-01T01:18:51Z,no image,
336,1.56065E+18,Harvard's endowment is giving its new chief executive $18 million to turn it around https://t.co/TcsBcEKznM,Harvard's endowment is giving its new chief executive $18 million to turn it around https://t.co/TcsBcEKznM,8.3654E+17,58,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[62],2017-02-28T11:33:41Z,no image,
988,1.56065E+18,RT @UpshotNYT: How unusual -- and how significant -- are these major events of the Trump era? https://t.co/Rek7P9Uulm https://t.co/fLQYic9a?€?,RT @UpshotNYT: How unusual -- and how significant -- are these major events of the Trump era? https://t.co/Rek7P9Uulm https://t.co/fLQYic9a?€?,8.36318E+17,0,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[148],2017-02-27T20:51:07Z,https://pbs.twimg.com/media/C5sLgWqWgAEkqjQ.jpg,
921,1.56065E+18,Leaders of the Russia inquiry are split on whether it's needed https://t.co/0Nqr6H3lUP https://t.co/U1nFBf9YXJ,Leaders of the Russia inquiry are split on whether it's needed https://t.co/0Nqr6H3lUP https://t.co/U1nFBf9YXJ,8.36534E+17,128,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[133],2017-02-28T11:11:06Z,no image,
933,1.56065E+18,"Wilbur Ross, who made billions on U.S. trade deals, was confirmed as commerce secretary https://t.co/Tq3G8rleWf","Wilbur Ross, who made billions on U.S. trade deals, was confirmed as commerce secretary https://t.co/Tq3G8rleWf",8.36494E+17,171,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[178],2017-02-28T08:31:04Z,no image,
605,1.56065E+18,Australia goes 25 years without recession https://t.co/Ksqtv3BqrH,Australia goes 25 years without recession https://t.co/Ksqtv3BqrH,8.36825E+17,686,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[333],2017-03-01T06:27:01Z,no image,
593,1.56065E+18,"Malaysia, Saudi Arabia firms sign more than US$2 billion worth of deals https://t.co/deR1EAYSsj https://t.co/QBQlpmGiMk","Malaysia, Saudi Arabia firms sign more than US$2 billion worth of deals https://t.co/deR1EAYSsj https://t.co/QBQlpmGiMk",8.36429E+17,7,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[7],2017-02-28T04:12:00Z,no image,
611,1.56065E+18,Fit for a king https://t.co/EKaHKzbyXc,Fit for a king https://t.co/EKaHKzbyXc,8.36779E+17,89,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[55],2017-03-01T03:23:32Z,no image,
94,1.56065E+18,"""The United States seems no longer quite the United States."" Holocaust historian detained for 10 hours in US custom?€? https://t.co/eS1a1AcacT","""The United States seems no longer quite the United States."" Holocaust historian detained for 10 hours in US custom?€? https://t.co/eS1a1AcacT",8.36742E+17,1167,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[802],2017-03-01T00:55:01Z,no image,
11,1.56065E+18,".@jmeacham on Trump's #JointAddress: ""My hope is that he was listening to what he said"" https://t.co/oZz0jUmo8i https://t.co/bAotOxow4k",".@jmeacham on Trump's #JointAddress: ""My hope is that he was listening to what he said"" https://t.co/oZz0jUmo8i https://t.co/bAotOxow4k",8.36807E+17,353,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[96],2017-03-01T05:14:36Z,no image,
396,1.56065E+18,China?€?s top diplomat briefly met President Trump on Monday during a visit to Washington https://t.co/SvxD6hsQ2S,China?€?s top diplomat briefly met President Trump on Monday during a visit to Washington https://t.co/SvxD6hsQ2S,8.3637E+17,78,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[54],2017-02-28T00:19:03Z,no image,
533,1.56065E+18,"RT @singapolitics: Daniel Goh: Compared to low-income and high-income, middle income Singaporeans will feel head-on impact of increase in c?€?","RT @singapolitics: Daniel Goh: Compared to low-income and high-income, middle income Singaporeans will feel head-on impact of increase in c?€?",8.36505E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[8],2017-02-28T09:13:59Z,no image,
43,1.56065E+18,"President Trump: ""Our veterans have delivered for this nation, and now, we must deliver for them"" #JointAddress https://t.co/HCxJhGZXSq","President Trump: ""Our veterans have delivered for this nation, and now, we must deliver for them"" #JointAddress https://t.co/HCxJhGZXSq",8.36773E+17,650,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[180],2017-03-01T02:58:50Z,no image,
42,1.56065E+18,Emotional moment as crowd gives standing ovation to widow of Navy SEAL during #JointAddress https://t.co/bZtqYImWd5 https://t.co/LtzfZkrhz9,Emotional moment as crowd gives standing ovation to widow of Navy SEAL during #JointAddress https://t.co/bZtqYImWd5 https://t.co/LtzfZkrhz9,8.36774E+17,1371,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[520],2017-03-01T03:05:55Z,no image,
329,1.56065E+18,Fidelity drops online trading commissions by 38% to $4.95 each: https://t.co/YeUn8I1yI3,Fidelity drops online trading commissions by 38% to $4.95 each: https://t.co/YeUn8I1yI3,8.36563E+17,135,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[76],2017-02-28T13:06:32Z,no image,
167,1.56065E+18,What one-child policy? China is considering paying people to have more kids https://t.co/U2VCIdl5jE,What one-child policy? China is considering paying people to have more kids https://t.co/U2VCIdl5jE,8.36608E+17,264,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[175],2017-02-28T16:05:00Z,no image,
497,1.56065E+18,"RT @STsportsdesk: Boxing (@WBCBoxing): @mrdavidhaye, @TonyBellew trade insults at staredown. #HayeBellew See https://t.co/nMEo7ap7UW https:?€?","RT @STsportsdesk: Boxing (@WBCBoxing): @mrdavidhaye, @TonyBellew trade insults at staredown. #HayeBellew See https://t.co/nMEo7ap7UW https:?€?",8.36549E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T12:08:55Z,https://pbs.twimg.com/media/C5v_OFGU0AA0rjc.jpg,
876,1.56065E+18,Scientists are reporting a sharp rise in colorectal cancers in adults as young as their 20s and 30s https://t.co/roABbIAKEk,Scientists are reporting a sharp rise in colorectal cancers in adults as young as their 20s and 30s https://t.co/roABbIAKEk,8.36659E+17,269,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[291],2017-02-28T19:25:13Z,no image,
597,1.56065E+18,"RT @stbusinessdesk: Takata pleads guilty to faulty airbag cover-up, to pay US$1b fine after 16 deaths and biggest car recall in history htt?€?","RT @stbusinessdesk: Takata pleads guilty to faulty airbag cover-up, to pay US$1b fine after 16 deaths and biggest car recall in history htt?€?",8.36412E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-02-28T03:04:40Z,no image,
756,1.56065E+18,Full disclosure https://t.co/cogWQBjWeH,Full disclosure https://t.co/cogWQBjWeH,8.36263E+17,126,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[60],2017-02-27T17:13:57Z,no image,
100,1.56065E+18,Trump throws a curveball at Republicans with a call for an immigration deal https://t.co/TJs2maE81b https://t.co/KP9wM4N971,Trump throws a curveball at Republicans with a call for an immigration deal https://t.co/TJs2maE81b https://t.co/KP9wM4N971,8.36734E+17,214,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[128],2017-03-01T00:25:46Z,no image,
426,1.56065E+18,"#donaldtrump recommits to US allies but says they must pay fair share of costs #JointAddress
https://t.co/qT4DK67r7E https://t.co/B8PNCP33eK","#donaldtrump recommits to US allies but says they must pay fair share of costs #JointAddress
https://t.co/qT4DK67r7E https://t.co/B8PNCP33eK",8.36789E+17,1,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-03-01T04:04:25Z,no image,
178,1.56065E+18,Serena Williams randomly surprised two fans who were playing tennis while she was out on a stroll?€? https://t.co/a1svegTdFc,Serena Williams randomly surprised two fans who were playing tennis while she was out on a stroll?€? https://t.co/a1svegTdFc,8.36576E+17,1604,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[449],2017-02-28T13:58:56Z,no image,
444,1.56065E+18,"RT @stbusinessdesk: Australia economy rebounds in Q4, extending 25-year recession-free run https://t.co/wvWf1t3ULH https://t.co/DJJbdQXMvl","RT @stbusinessdesk: Australia economy rebounds in Q4, extending 25-year recession-free run https://t.co/wvWf1t3ULH https://t.co/DJJbdQXMvl",8.36755E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-03-01T01:48:48Z,https://pbs.twimg.com/media/C5y4YFJU0AA3Fyg.jpg,
416,1.56065E+18,"ITE students get leg up in automotive engineering via agreement with Scania, Caterpillar https://t.co/2avgoTggEg https://t.co/rC1ZVZ7sta","ITE students get leg up in automotive engineering via agreement with Scania, Caterpillar https://t.co/2avgoTggEg https://t.co/rC1ZVZ7sta",8.36807E+17,7,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[8],2017-03-01T05:16:19Z,no image,
870,1.56065E+18,"An SUV plowed into a high school band at a Mardi Gras parade in Gulf Shores, Alabama, injuring 12 students https://t.co/mXgifb4Zx5","An SUV plowed into a high school band at a Mardi Gras parade in Gulf Shores, Alabama, injuring 12 students https://t.co/mXgifb4Zx5",8.36673E+17,107,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[131],2017-02-28T20:21:48Z,no image,
882,1.56065E+18,Flooded farmland in California is giving scientists a look at how to ease strain on the state's old dams https://t.co/cNArRDHycj,Flooded farmland in California is giving scientists a look at how to ease strain on the state's old dams https://t.co/cNArRDHycj,8.36638E+17,177,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[113],2017-02-28T18:02:36Z,no image,
680,1.56065E+18,S Africa 'may drop Commonwealth Games' https://t.co/q7q3QudzY6,S Africa 'may drop Commonwealth Games' https://t.co/q7q3QudzY6,8.36605E+17,72,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[49],2017-02-28T15:51:11Z,no image,
177,1.56065E+18,"Here?€?s what to watch for in President Trump's address to Congress: https://t.co/aVGTlJPqX9

Watch tonight on CNN at?€? https://t.co/AOTgP1ZKry","Here?€?s what to watch for in President Trump's address to Congress: https://t.co/aVGTlJPqX9

Watch tonight on CNN at?€? https://t.co/AOTgP1ZKry",8.36579E+17,183,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[99],2017-02-28T14:07:15Z,no image,
395,1.56065E+18,Gonzaga basketball is trapped in college-basketball purgatory?€?is this the year they break out? https://t.co/Fcj51g70E2,Gonzaga basketball is trapped in college-basketball purgatory?€?is this the year they break out? https://t.co/Fcj51g70E2,8.36372E+17,44,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[25],2017-02-28T00:28:02Z,no image,
911,1.56065E+18,What Americans cited as the most important problem facing the U.S. at the beginning of each presidential term?€? https://t.co/9s05cUJMA8,What Americans cited as the most important problem facing the U.S. at the beginning of each presidential term?€? https://t.co/9s05cUJMA8,8.36559E+17,415,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[376],2017-02-28T12:51:09Z,no image,
793,1.56065E+18,"The best picture mix-up was a ""very strange moment"" - star of Moonlight @NaomieHarris https://t.co/XgDSqWy6ss?€? https://t.co/aFEnZkZq0D","The best picture mix-up was a ""very strange moment"" - star of Moonlight @NaomieHarris https://t.co/XgDSqWy6ss?€? https://t.co/aFEnZkZq0D",8.36129E+17,813,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[322],2017-02-27T08:21:27Z,no image,
960,1.56065E+18,What it was like onstage during the Oscars 2017 best picture mistake https://t.co/LSjH928wD3,What it was like onstage during the Oscars 2017 best picture mistake https://t.co/LSjH928wD3,8.36413E+17,205,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[82],2017-02-28T03:11:04Z,no image,
684,1.56065E+18,Google robot leaps and spins with leg-wheels https://t.co/3sD0nfxo3c,Google robot leaps and spins with leg-wheels https://t.co/3sD0nfxo3c,8.366E+17,118,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[68],2017-02-28T15:31:35Z,no image,
383,1.56065E+18,Effort to legalize gambling in Georgia fails for second year running https://t.co/Ns3VKjsV48,Effort to legalize gambling in Georgia fails for second year running https://t.co/Ns3VKjsV48,8.36396E+17,50,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[26],2017-02-28T02:00:14Z,no image,
